product_id,branch_id,quantity,transaction_date,unit_price,total_amount,payment_method,created_at
229,2,1,2025-11-01,8660.71,8660.71,other,2025-11-25 06:33:02.125872
230,2,3,2025-11-01,4408.76,13226.28,cash,2025-11-25 06:33:02.125872
232,2,3,2025-11-01,4628.89,13886.670000000002,other,2025-11-25 06:33:02.125872
233,2,1,2025-11-01,2114.44,2114.44,gcash,2025-11-25 06:33:02.125872
234,2,2,2025-11-01,2078.6,4157.2,cash,2025-11-25 06:33:02.125872
235,2,2,2025-11-01,1128.0,2256.0,other,2025-11-25 06:33:02.125872
237,2,2,2025-11-01,6640.37,13280.74,card,2025-11-25 06:33:02.125872
238,2,5,2025-11-01,9473.08,47365.4,other,2025-11-25 06:33:02.125872
239,2,4,2025-11-01,11510.9,46043.6,gcash,2025-11-25 06:33:02.125872
240,2,1,2025-11-01,4014.55,4014.55,card,2025-11-25 06:33:02.125872
243,2,3,2025-11-01,2613.6,7840.799999999999,gcash,2025-11-25 06:33:02.125872
244,2,5,2025-11-01,3999.69,19998.45,card,2025-11-25 06:33:02.125872
245,2,3,2025-11-01,4972.98,14918.939999999999,gcash,2025-11-25 06:33:02.125872
246,2,1,2025-11-01,2203.71,2203.71,card,2025-11-25 06:33:02.125872
247,2,1,2025-11-01,9460.08,9460.08,cash,2025-11-25 06:33:02.125872
249,2,3,2025-11-01,5086.05,15258.150000000001,other,2025-11-25 06:33:02.125872
250,2,3,2025-11-01,1376.35,4129.049999999999,gcash,2025-11-25 06:33:02.125872
251,2,1,2025-11-01,1211.9,1211.9,cash,2025-11-25 06:33:02.125872
252,2,1,2025-11-01,947.24,947.24,cash,2025-11-25 06:33:02.125872
253,2,1,2025-11-01,848.86,848.86,other,2025-11-25 06:33:02.125872
254,2,2,2025-11-01,2664.43,5328.86,card,2025-11-25 06:33:02.125872
256,2,1,2025-11-01,4278.46,4278.46,gcash,2025-11-25 06:33:02.125872
258,2,1,2025-11-01,4561.77,4561.77,gcash,2025-11-25 06:33:02.125872
259,2,3,2025-11-01,955.92,2867.7599999999998,card,2025-11-25 06:33:02.125872
261,2,4,2025-11-01,4783.1,19132.4,cash,2025-11-25 06:33:02.125872
218,2,2,2025-11-02,79331.7,158663.4,card,2025-11-25 06:33:02.125872
219,2,1,2025-11-02,72445.7,72445.7,other,2025-11-25 06:33:02.125872
220,2,1,2025-11-02,35169.3,35169.3,card,2025-11-25 06:33:02.125872
221,2,2,2025-11-02,146.16,292.32,cash,2025-11-25 06:33:02.125872
222,2,2,2025-11-02,387.56,775.12,other,2025-11-25 06:33:02.125872
223,2,1,2025-11-02,134.36,134.36,gcash,2025-11-25 06:33:02.125872
224,2,2,2025-11-02,1772.67,3545.34,cash,2025-11-25 06:33:02.125872
225,2,4,2025-11-02,10644.4,42577.6,card,2025-11-25 06:33:02.125872
227,2,1,2025-11-02,3894.61,3894.61,cash,2025-11-25 06:33:02.125872
228,2,4,2025-11-02,6788.35,27153.4,other,2025-11-25 06:33:02.125872
229,2,3,2025-11-02,8660.71,25982.129999999997,card,2025-11-25 06:33:02.125872
230,2,5,2025-11-02,4408.76,22043.800000000003,cash,2025-11-25 06:33:02.125872
232,2,3,2025-11-02,4628.89,13886.670000000002,card,2025-11-25 06:33:02.125872
233,2,2,2025-11-02,2114.44,4228.88,card,2025-11-25 06:33:02.125872
234,2,2,2025-11-02,2078.6,4157.2,other,2025-11-25 06:33:02.125872
235,2,3,2025-11-02,1128.0,3384.0,card,2025-11-25 06:33:02.125872
236,2,3,2025-11-02,7286.91,21860.73,gcash,2025-11-25 06:33:02.125872
239,2,3,2025-11-02,11510.9,34532.7,gcash,2025-11-25 06:33:02.125872
240,2,1,2025-11-02,4014.55,4014.55,cash,2025-11-25 06:33:02.125872
241,2,1,2025-11-02,7546.45,7546.45,card,2025-11-25 06:33:02.125872
244,2,4,2025-11-02,3999.69,15998.76,card,2025-11-25 06:33:02.125872
245,2,5,2025-11-02,4972.98,24864.899999999998,other,2025-11-25 06:33:02.125872
247,2,2,2025-11-02,9460.08,18920.16,card,2025-11-25 06:33:02.125872
248,2,4,2025-11-02,7646.09,30584.36,other,2025-11-25 06:33:02.125872
249,2,2,2025-11-02,5086.05,10172.1,cash,2025-11-25 06:33:02.125872
250,2,1,2025-11-02,1376.35,1376.35,card,2025-11-25 06:33:02.125872
251,2,3,2025-11-02,1211.9,3635.7000000000003,cash,2025-11-25 06:33:02.125872
252,2,2,2025-11-02,947.24,1894.48,cash,2025-11-25 06:33:02.125872
254,2,2,2025-11-02,2664.43,5328.86,card,2025-11-25 06:33:02.125872
256,2,1,2025-11-02,4278.46,4278.46,card,2025-11-25 06:33:02.125872
257,2,2,2025-11-02,5079.65,10159.3,cash,2025-11-25 06:33:02.125872
258,2,3,2025-11-02,4561.77,13685.310000000001,other,2025-11-25 06:33:02.125872
259,2,1,2025-11-02,955.92,955.92,other,2025-11-25 06:33:02.125872
261,2,3,2025-11-02,4783.1,14349.300000000001,gcash,2025-11-25 06:33:02.125872
218,2,6,2025-11-03,79331.7,475990.19999999995,gcash,2025-11-25 06:33:02.125872
219,2,2,2025-11-03,72445.7,144891.4,other,2025-11-25 06:33:02.125872
220,2,1,2025-11-03,35169.3,35169.3,other,2025-11-25 06:33:02.125872
221,2,1,2025-11-03,146.16,146.16,other,2025-11-25 06:33:02.125872
223,2,2,2025-11-03,134.36,268.72,card,2025-11-25 06:33:02.125872
224,2,3,2025-11-03,1772.67,5318.01,card,2025-11-25 06:33:02.125872
225,2,1,2025-11-03,10644.4,10644.4,card,2025-11-25 06:33:02.125872
227,2,2,2025-11-03,3894.61,7789.22,other,2025-11-25 06:33:02.125872
228,2,1,2025-11-03,6788.35,6788.35,card,2025-11-25 06:33:02.125872
229,2,4,2025-11-03,8660.71,34642.84,other,2025-11-25 06:33:02.125872
230,2,1,2025-11-03,4408.76,4408.76,gcash,2025-11-25 06:33:02.125872
231,2,1,2025-11-03,4998.46,4998.46,other,2025-11-25 06:33:02.125872
232,2,2,2025-11-03,4628.89,9257.78,card,2025-11-25 06:33:02.125872
233,2,2,2025-11-03,2114.44,4228.88,card,2025-11-25 06:33:02.125872
234,2,1,2025-11-03,2078.6,2078.6,card,2025-11-25 06:33:02.125872
235,2,1,2025-11-03,1128.0,1128.0,other,2025-11-25 06:33:02.125872
236,2,3,2025-11-03,7286.91,21860.73,other,2025-11-25 06:33:02.125872
237,2,4,2025-11-03,6640.37,26561.48,gcash,2025-11-25 06:33:02.125872
239,2,6,2025-11-03,11510.9,69065.4,gcash,2025-11-25 06:33:02.125872
240,2,1,2025-11-03,4014.55,4014.55,card,2025-11-25 06:33:02.125872
241,2,3,2025-11-03,7546.45,22639.35,card,2025-11-25 06:33:02.125872
243,2,2,2025-11-03,2613.6,5227.2,other,2025-11-25 06:33:02.125872
244,2,2,2025-11-03,3999.69,7999.38,gcash,2025-11-25 06:33:02.125872
245,2,2,2025-11-03,4972.98,9945.96,gcash,2025-11-25 06:33:02.125872
247,2,2,2025-11-03,9460.08,18920.16,gcash,2025-11-25 06:33:02.125872
248,2,1,2025-11-03,7646.09,7646.09,card,2025-11-25 06:33:02.125872
249,2,1,2025-11-03,5086.05,5086.05,cash,2025-11-25 06:33:02.125872
250,2,1,2025-11-03,1376.35,1376.35,other,2025-11-25 06:33:02.125872
251,2,1,2025-11-03,1211.9,1211.9,cash,2025-11-25 06:33:02.125872
252,2,5,2025-11-03,947.24,4736.2,card,2025-11-25 06:33:02.125872
253,2,3,2025-11-03,848.86,2546.58,other,2025-11-25 06:33:02.125872
254,2,2,2025-11-03,2664.43,5328.86,gcash,2025-11-25 06:33:02.125872
256,2,2,2025-11-03,4278.46,8556.92,cash,2025-11-25 06:33:02.125872
257,2,4,2025-11-03,5079.65,20318.6,other,2025-11-25 06:33:02.125872
258,2,1,2025-11-03,4561.77,4561.77,other,2025-11-25 06:33:02.125872
259,2,2,2025-11-03,955.92,1911.84,other,2025-11-25 06:33:02.125872
260,2,1,2025-11-03,4692.72,4692.72,cash,2025-11-25 06:33:02.125872
261,2,5,2025-11-03,4783.1,23915.5,card,2025-11-25 06:33:02.125872
218,2,3,2025-11-04,79331.7,237995.09999999998,card,2025-11-25 06:33:02.125872
220,2,1,2025-11-04,35169.3,35169.3,card,2025-11-25 06:33:02.125872
221,2,4,2025-11-04,146.16,584.64,cash,2025-11-25 06:33:02.125872
222,2,1,2025-11-04,387.56,387.56,gcash,2025-11-25 06:33:02.125872
223,2,1,2025-11-04,134.36,134.36,other,2025-11-25 06:33:02.125872
224,2,3,2025-11-04,1772.67,5318.01,other,2025-11-25 06:33:02.125872
225,2,2,2025-11-04,10644.4,21288.8,other,2025-11-25 06:33:02.125872
226,2,1,2025-11-04,5503.97,5503.97,other,2025-11-25 06:33:02.125872
227,2,1,2025-11-04,3894.61,3894.61,cash,2025-11-25 06:33:02.125872
228,2,1,2025-11-04,6788.35,6788.35,card,2025-11-25 06:33:02.125872
229,2,2,2025-11-04,8660.71,17321.42,card,2025-11-25 06:33:02.125872
230,2,3,2025-11-04,4408.76,13226.28,cash,2025-11-25 06:33:02.125872
231,2,3,2025-11-04,4998.46,14995.380000000001,card,2025-11-25 06:33:02.125872
232,2,6,2025-11-04,4628.89,27773.340000000004,other,2025-11-25 06:33:02.125872
233,2,2,2025-11-04,2114.44,4228.88,cash,2025-11-25 06:33:02.125872
234,2,5,2025-11-04,2078.6,10393.0,cash,2025-11-25 06:33:02.125872
235,2,3,2025-11-04,1128.0,3384.0,cash,2025-11-25 06:33:02.125872
237,2,3,2025-11-04,6640.37,19921.11,cash,2025-11-25 06:33:02.125872
238,2,2,2025-11-04,9473.08,18946.16,other,2025-11-25 06:33:02.125872
239,2,2,2025-11-04,11510.9,23021.8,gcash,2025-11-25 06:33:02.125872
240,2,3,2025-11-04,4014.55,12043.650000000001,other,2025-11-25 06:33:02.125872
241,2,1,2025-11-04,7546.45,7546.45,card,2025-11-25 06:33:02.125872
243,2,3,2025-11-04,2613.6,7840.799999999999,cash,2025-11-25 06:33:02.125872
244,2,1,2025-11-04,3999.69,3999.69,other,2025-11-25 06:33:02.125872
245,2,3,2025-11-04,4972.98,14918.939999999999,card,2025-11-25 06:33:02.125872
246,2,1,2025-11-04,2203.71,2203.71,cash,2025-11-25 06:33:02.125872
247,2,2,2025-11-04,9460.08,18920.16,gcash,2025-11-25 06:33:02.125872
248,2,1,2025-11-04,7646.09,7646.09,gcash,2025-11-25 06:33:02.125872
249,2,3,2025-11-04,5086.05,15258.150000000001,cash,2025-11-25 06:33:02.125872
250,2,3,2025-11-04,1376.35,4129.049999999999,card,2025-11-25 06:33:02.125872
251,2,2,2025-11-04,1211.9,2423.8,cash,2025-11-25 06:33:02.125872
252,2,2,2025-11-04,947.24,1894.48,other,2025-11-25 06:33:02.125872
253,2,4,2025-11-04,848.86,3395.44,card,2025-11-25 06:33:02.125872
254,2,2,2025-11-04,2664.43,5328.86,gcash,2025-11-25 06:33:02.125872
255,2,3,2025-11-04,3224.25,9672.75,gcash,2025-11-25 06:33:02.125872
257,2,7,2025-11-04,5079.65,35557.549999999996,gcash,2025-11-25 06:33:02.125872
258,2,2,2025-11-04,4561.77,9123.54,other,2025-11-25 06:33:02.125872
259,2,1,2025-11-04,955.92,955.92,other,2025-11-25 06:33:02.125872
261,2,3,2025-11-04,4783.1,14349.300000000001,gcash,2025-11-25 06:33:02.125872
218,2,7,2025-11-05,79331.7,555321.9,gcash,2025-11-25 06:33:02.125872
219,2,2,2025-11-05,72445.7,144891.4,gcash,2025-11-25 06:33:02.125872
221,2,2,2025-11-05,146.16,292.32,cash,2025-11-25 06:33:02.125872
222,2,1,2025-11-05,387.56,387.56,cash,2025-11-25 06:33:02.125872
223,2,1,2025-11-05,134.36,134.36,cash,2025-11-25 06:33:02.125872
224,2,2,2025-11-05,1772.67,3545.34,cash,2025-11-25 06:33:02.125872
225,2,5,2025-11-05,10644.4,53222.0,cash,2025-11-25 06:33:02.125872
228,2,3,2025-11-05,6788.35,20365.050000000003,card,2025-11-25 06:33:02.125872
229,2,3,2025-11-05,8660.71,25982.129999999997,gcash,2025-11-25 06:33:02.125872
230,2,2,2025-11-05,4408.76,8817.52,cash,2025-11-25 06:33:02.125872
232,2,3,2025-11-05,4628.89,13886.670000000002,other,2025-11-25 06:33:02.125872
233,2,3,2025-11-05,2114.44,6343.32,cash,2025-11-25 06:33:02.125872
234,2,1,2025-11-05,2078.6,2078.6,card,2025-11-25 06:33:02.125872
235,2,1,2025-11-05,1128.0,1128.0,gcash,2025-11-25 06:33:02.125872
236,2,2,2025-11-05,7286.91,14573.82,other,2025-11-25 06:33:02.125872
237,2,2,2025-11-05,6640.37,13280.74,card,2025-11-25 06:33:02.125872
238,2,4,2025-11-05,9473.08,37892.32,other,2025-11-25 06:33:02.125872
239,2,5,2025-11-05,11510.9,57554.5,gcash,2025-11-25 06:33:02.125872
240,2,2,2025-11-05,4014.55,8029.1,other,2025-11-25 06:33:02.125872
